datetime_beginning_ept,total_lmp_da
2024-07-02T09:00:00,12.127712
2024-07-02T10:00:00,14.832181
2024-07-02T11:00:00,16.54834
2024-07-02T12:00:00,20.72913
2024-07-02T13:00:00,25.961368
2024-07-02T14:00:00,29.994208
2024-07-02T15:00:00,33.906541
2024-07-02T16:00:00,39.749539
2024-07-02T17:00:00,54.141998
2024-07-02T18:00:00,52.355428
2024-07-02T19:00:00,52.94179
2024-07-02T20:00:00,42.55227
2024-07-02T21:00:00,36.540812
2024-07-02T22:00:00,26.25124
2024-07-02T23:00:00,23.321892
2024-07-03T00:00:00,15.590971
2024-07-03T01:00:00,13.992304
2024-07-03T02:00:00,12.025913
2024-07-03T03:00:00,11.171941
